Serial Number,PMID,Journal/Book,Publication year,Title,DOI,Citation,Authors,Keywords flagged,Self-reported study aim,Study category,Study location,,,Study population,Pathogen,Programming language,Population size,Age,Sex,Race/ethnicity,Income,Vaccination,Screening and/or testing,Masking,Contact tracing,School closure,Social distancing
785,NA,Institute of Advanced Engineering and Science,2022,Computer modeling and simulation to predict COVID-19 propagation patterns via factual cellular automata,10.11591/ijeecs.v28.i2.pp898-908,"M. Al-Tabbakh S, Karim MA. Computer modeling and simulation to predict COVID-19 propagation patterns via factual cellular automata. IJEECS. 2022;28(2):898. doi:10.11591/ijeecs.v28.i2.pp898-908",Al-Tabbakh S.M.; Karim M.A.,"simulation, cellular automata, pandemic, ",To simulate the propagation of COVID-19 disease through a bounded area,Understanding Epidemic Spread,Theoretical,,Theoretical,Theoretical,SARS-CoV-2,MATLAB,10000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
786,NA,MDPI,2022,Does Social Distancing Matter for Infectious Disease Propagation? An SEIR Model and Gompertz Law Based Cellular Automaton,10.3390/e24060832,"Biernacki S, Malarz K. Does Social Distancing Matter for Infectious Disease Propagation? An SEIR Model and Gompertz Law Based Cellular Automaton. Entropy. 2022;24(6):832. doi:10.3390/e24060832",Biernacki S.; Malarz K.,"infectious, disease, cellular automaton, epidemy","to simulate SARS-CoV-2 spread and evaluates the impact of neighborhood radius on infection dynamics, emphasizing the importance of aggressive testing","Understanding Epidemic Spread, Intervention Impact Assessment",,,Theoretical,Theoretical,SARS-CoV-2,JAVA,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
787,NA,Elsevier B.V.,2022,Spreading processes in “post-epidemic” environments. II. Safety patterns on scale-free networks,10.1016/j.physa.2021.126799,"Blavatska V, Holovatch Yu. Spreading processes in “post-epidemic” environments. II. Safety patterns on scale-free networks. Physica A: Statistical Mechanics and its Applications. 2022;591:126799. doi:10.1016/j.physa.2021.126799",Blavatska V.; Holovatch Y.,Cellular automata; Epidemiology; Immunization; Vaccines; Cellular automata algorithms; Cellular automatons; Node connectivity; Power law decay; Regular lattice; Scale free networks; SIS and SIR models; Spatial patterning; Spreading; Stationary state; Complex networks,"analyzes the spread of infections in inhomogeneous populations on scale-free networks, examining the effects of random and targeted immunization strategies on disease dynamics","Understanding Epidemic Spread, Intervention Impact Assessment",Theoretical,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,6000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
788,NA,Springer-Verlag Italia s.r.l.,2024,Spatial effects of two-stage contagion: a Cellular Automata model,10.1007/s11587-024-00881-6,"Meacci L, Muñoz FJ, Nuño JC, Primicerio M. Spatial effects of two-stage contagion: a Cellular Automata model. Ricerche mat. Published online August 12, 2024. doi:10.1007/s11587-024-00881-6",Meacci L.; Muñoz F.J.; Nuño J.C.; Primicerio M.,"contagion, cellular automata model, epidemic, infected, disease, epidemics","investigates the impact of spatial factors on epidemic dynamics using a two-stage contagion model, exploring how different contagion mechanisms and initial spatial configurations affect disease spread and population behavior",Understanding Epidemic Spread,,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
789,NA,MDPI AG,2021,Simulation of spatiotemporal relationship between covid-19 propagation and regional economic development in China,10.3390/land10060599,"Liu D, Zheng X, Zhang L. Simulation of Spatiotemporal Relationship between COVID-19 Propagation and Regional Economic Development in China. Land. 2021;10(6):599. doi:10.3390/land10060599",Liu D.; Zheng X.; Zhang L.,,"To construct a spatiotemporal dynamics pandemic model, to dynamically depict the spatiotemporal diffusion and outbreak of COVID-19 through research on the relationship between epidemic spread and regional development.",Understanding Epidemic Spread,Theoretical,,Theoretical,Theoretical,SARS-CoV-2,NetLogo,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
790,NA,Wiley-Hindawi,2022,Spatially Extended SHAR Epidemiological Framework of Infectious Disease Transmission,10.1155/2022/3304532,"Knopoff D, Cusimano N, Stollenwerk N, Aguiar M. Spatially Extended SHAR Epidemiological Framework of Infectious Disease Transmission. Singh P, ed. Computational and Mathematical Methods. 2022;2022:1-14. doi:10.1155/2022/3304532",Knopoff D.; Cusimano N.; Stollenwerk N.; Aguiar M.,"epidemiological, models, epidemiology, transmission, model, cellular automata, disease, infected, ",develops a stochastic cellular automata model based on the SHAR formulation to analyze the spatial dynamics of disease transmission and the impact of key parameters on infection clusters and transmission thresholds,Understanding Epidemic Spread,,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,62500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
791,NA,SAGE Publications Ltd,2024,A methodological approach for modeling the spread of disease using geographical discrete-event spatial models,10.1177/00375497231152458,"Davidson G, Fahlman A, Mereu E, et al. A methodological approach for modeling the spread of disease using geographical discrete-event spatial models. SIMULATION. 2024;100(1):39-70. doi:10.1177/00375497231152458",Davidson G.; Fahlman A.; Mereu E.; Ruiz Martin C.; Wainer G.; Dobias P.; Rempel M.,Differential equations; Discrete event simulation; Diseases; Epidemiology; Public health; Viruses; Discrete events; Discrete-Event System Specification; Discrete-event system specification methodology; Disease spread; Infectious disease models; Methodological approach; Spatial modelling; Specification methodologies; Spread of disease; Theory and methodology; Geographical regions,"introduces a new geographical modeling methodology using DEVS and JSON to simulate disease spread across regions, focusing on movement restrictions, asymptomatic populations, and vaccination stages",Theoretical Advancements,ontario (Canada),,Canada,Vulnerable/Underserved,SARS-CoV-2,JAVA,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
792,39060272,Nature Research,2024,Intervention effect of targeted workplace closures may be approximated by single-layered networks in an individual-based model of COVID-19 control,10.1038/s41598-024-66741-3,"Richter M, Penny MA, Shattock AJ. Intervention effect of targeted workplace closures may be approximated by single-layered networks in an individual-based model of COVID-19 control. Sci Rep. 2024;14(1):17202. doi:10.1038/s41598-024-66741-3",Richter M.; Penny M.A.; Shattock A.J.,COVID-19; Humans; SARS-CoV-2; Workplace; coronavirus disease 2019; epidemiology; human; isolation and purification; prevention and control; Severe acute respiratory syndrome coronavirus 2; workplace,"evaluates how network structure choice in individual-based infectious disease models affects epidemiological outcomes, emphasizing the importance of contact weights and transmission modes in accurately estimating disease burden and intervention impacts",Understanding Epidemic Spread,Switzerland,,Switzerland,General,SARS-CoV-2,R,1.00E+05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
793,NA,Springer,2022,A Multi-Agent-Based Simulation Model for the Spreading of Diseases Through Social Interactions During Pandemics,10.1007/s40313-022-00920-3,"Salem FA, Moreno UF. A Multi-Agent-Based Simulation Model for the Spreading of Diseases Through Social Interactions During Pandemics. J Control Autom Electr Syst. 2022;33(4):1161-1176. doi:10.1007/s40313-022-00920-3",Salem F.A.; Moreno U.F.,Autonomous agents; Complex networks; Computational methods; Decision making; Multi agent systems; Risk assessment; Topology; Agent-based model; Communicable disease; Coronavirus disease 2019; Coronaviruses; Decisions makings; Epidemiological modeling; Modeling of complex system; Network topology; Pandemic; Social interactions; Coronavirus,introduces a probabilistic multi-agent model to predict disease spread through social interactions,Understanding Epidemic Spread,theoretical,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,5000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
794,NA,Saratov State University,2022,Hybrid SIRS model of infection spread,10.18500/0869-6632-003014,"Saratov State University, Shabunin A. Hybrid SIRS model of infection spread. AND. Published online July 25, 2022. doi:10.18500/0869-6632-003014",Shabunin A.V.,"model, infection, epidemic, transmission, agent, diseases, pathogen, cellular automata",develops an infection spread model considering transmission inertia using differential equations,Theoretical Advancements,,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
795,NA,Frontiers Media S.A.,2022,Agent-Based Modeling of COVID-19 Transmission in Philippine Classrooms,10.3389/fams.2022.886082,"Macalinao RO, Malaguit JC, Lutero DS. Agent-Based Modeling of COVID-19 Transmission in Philippine Classrooms. Front Appl Math Stat. 2022;8:886082. doi:10.3389/fams.2022.886082",Macalinao R.O.; Malaguit J.C.; Lutero D.S.,"agent-based modeling, transmission, virus, transmissions, infected, disease",uses agent-based modeling to evaluate classroom virus transmission factors,Understanding Epidemic Spread,Philippines,,Philippines,University/School,SARS-CoV-2,NetLogo,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
796,NA,Elsevier B.V.,2024,Agent-Based simulation reveals localized isolation key to saving lives and resources,10.1016/j.physa.2024.130097,Karmakar M. Agent-Based simulation reveals localized isolation key to saving lives and resources. Physica A: Statistical Mechanics and its Applications. 2024;653:130097. doi:10.1016/j.physa.2024.130097,Karmakar M.,Percolation (computer storage); Agent based; Agent based simulation; Control strategies; Disease transmission; Localised; Localized isolation; Lockdown; Pandemic dynamic; Percolation thresholds; Vaccination; Disease control,investigates control strategies in pandemic dynamics through simulation,Intervention Impact Assessment,,,Theoretical,Theoretical,Generic respiratory viruses,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
797,NA,University of Surrey,2020,The unknown of the pandemic: An agent-based model of final phase risks,10.18564/jasss.4426,"Cremonini M, Maghool S. The Unknown of the Pandemic: An Agent-Based Model of Final Phase Risks. JASSS. 2020;23(4):8. doi:10.18564/jasss.4426",Cremonini M.; Maghool S.,"pandemic, agent-based model, epidemic, model, transmission, epidemiological","examines risks in pandemic reopening decisions, focusing on asymptomatic cases and mitigation","Understanding Epidemic Spread, Intervention Impact Assessment",,,Theoretical,Theoretical,SARS-CoV-2,Python,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
798,NA,John Wiley and Sons Inc,2024,Shared sanitation facilities and risk of respiratory virus transmission in resource-poor settings: A COVID-19 modeling case study,10.1111/risa.17633,"Hayashi MAL, Simon SM, Zou K, et al. Shared sanitation facilities and risk of respiratory virus transmission in resource‐poor settings: A COVID‐19 modeling case study. Risk Analysis. Published online August 23, 2024:risa.17633. doi:10.1111/risa.17633",Hayashi M.A.L.; Simon S.M.; Zou K.; Van Wyk H.; Zahid M.H.; Eisenberg J.N.S.; Freeman M.C.,Pathogens; Pulmonary diseases; Risk analysis; Risk assessment; Sanitation; Case-studies; Disease transmission; Empirical literature; Individual-based; Individual-based transmission model; Infrastructure; Respiratory pathogen; Transmission model; Virus transmission; WASH; COVID-19,"examines how shared sanitation conditions impact respiratory disease transmission, using COVID-19 as a model",Understanding Epidemic Spread,,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
799,NA,Taylor and Francis Ltd.,2024,COVID-19: Agent-based simulation-optimization to vaccine center location vaccine allocation problem,10.1080/24725854.2023.2223246,"Yin X, Bushaj S, Yuan Y, Büyüktahtakın İE. COVID-19: Agent-based simulation-optimization to vaccine center location vaccine allocation problem. IISE Transactions. 2024;56(7):699-714. doi:10.1080/24725854.2023.2223246",Yin X.; Bushaj S.; Yuan Y.; Büyüktahtakın İ.E.,Budget control; Integer programming; Iterative methods; Location; Supply chains; Transmissions; Vaccines; Agent based simulation; Epidemiological modeling; Facilities locations; Mixed-Integer Programming; Optimisations; SIR model; Supply chain and logistic; Vaccination center facility location; Vaccine allocation; Vaccine distributions; COVID-19,aims to evaluate how shared sanitation facilities contribute to respiratory disease transmission in resource-poor settings,Understanding Epidemic Spread,new jersey (US),New Jersey,US,General,SARS-CoV-2,Python,Unknown,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
800,NA,IOP Publishing Ltd,2022,"Requirements for the containment of COVID-19 disease outbreaks through periodic testing, isolation, and quarantine",10.1088/1751-8121/ac3fc3,"Mukhamadiarov RI, Deng S, Serrao SR, Priyanka, Childs LM, Täuber UC. Requirements for the containment of COVID-19 disease outbreaks through periodic testing, isolation, and quarantine. J Phys A: Math Theor. 2022;55(3):034001. doi:10.1088/1751-8121/ac3fc3",Priyanka; Mukhamadiarov R.I.; Deng S.; Serrao S.R.; Priyanka; Childs L.M.; Tauber U.C.,"individual-based, epidemic, disease, pandemic, infectious, infections, agent-based","evaluates effective epidemic control strategies through testing, isolation, and quarantine timing in outbreaks","Intervention Impact Assessment, Understanding Epidemic Spread",,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,620000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
801,NA,Elsevier Ltd,2022,Reducing disease spread through optimization: Limiting mixture of the population is more important than limiting group sizes,10.1016/j.cor.2022.105718,"Bagger NCF, Van Der Hurk E, Hoogervorst R, Pisinger D. Reducing disease spread through optimization: Limiting mixture of the population is more important than limiting group sizes. Computers & Operations Research. 2022;142:105718. doi:10.1016/j.cor.2022.105718",Bagger N.-C.F.; van der Hurk E.; Hoogervorst R.; Pisinger D.,Computational methods; Epidemiology; Population statistics; Agent based simulation; Classroom teaching; Disease spread; Group size; Health education; Infectious disease models; Non-pharmaceutical interventions; Optimisations; Sports activity; Well being; Autonomous agents,explore individualized contact-limiting strategies for activities to reduce disease spread,"Intervention Impact Assessment, Understanding Epidemic Spread",,,Theoretical,Theoretical,SARS-CoV-2,Other/Unknown,10000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
